id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
5878,Male,Loyal Customer,42,Business travel,Business,1757,3,3,3,3,4,4,4,3,2,5,5,4,3,4,237,303,satisfied
40949,Female,Loyal Customer,69,Personal Travel,Eco Plus,584,3,5,2,4,3,5,4,3,3,2,3,4,3,3,0,0,neutral or dissatisfied
31858,Female,Loyal Customer,35,Personal Travel,Eco,2640,2,1,2,3,5,2,5,5,4,3,2,3,3,5,0,0,neutral or dissatisfied
49990,Male,Loyal Customer,36,Business travel,Business,109,2,2,2,2,4,1,1,4,4,4,4,4,4,1,0,2,satisfied
74686,Male,Loyal Customer,43,Personal Travel,Eco,1171,4,4,4,1,5,4,5,5,5,4,4,4,4,5,0,0,neutral or dissatisfied
37300,Female,Loyal Customer,58,Business travel,Eco,944,4,2,5,2,2,4,2,4,4,4,4,4,4,2,23,0,satisfied
95863,Female,Loyal Customer,57,Business travel,Business,1634,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
27955,Female,disloyal Customer,23,Business travel,Eco,970,2,2,2,2,3,2,3,3,4,3,4,3,1,3,0,0,neutral or dissatisfied
40641,Male,Loyal Customer,41,Personal Travel,Eco Plus,391,2,4,2,5,5,2,5,5,3,3,5,3,4,5,1,12,neutral or dissatisfied
8664,Female,Loyal Customer,55,Business travel,Business,280,2,5,3,3,5,2,2,2,2,2,2,3,2,2,0,9,neutral or dissatisfied
3326,Male,Loyal Customer,49,Business travel,Business,3997,4,4,4,4,5,5,4,5,5,4,5,4,5,5,37,77,satisfied
3322,Female,Loyal Customer,49,Business travel,Business,3293,5,5,5,5,5,4,4,4,4,4,4,5,4,5,0,13,satisfied
125143,Female,Loyal Customer,30,Business travel,Business,1999,1,1,1,1,5,5,5,5,5,5,4,3,4,5,0,0,satisfied
30220,Female,Loyal Customer,42,Business travel,Eco,406,4,2,2,2,5,4,2,4,4,4,4,5,4,5,7,46,satisfied
34815,Male,Loyal Customer,37,Personal Travel,Eco,209,2,1,2,3,4,2,4,4,3,2,3,2,3,4,21,12,neutral or dissatisfied
37740,Female,Loyal Customer,24,Personal Travel,Eco,1097,2,1,2,4,5,2,5,5,2,4,4,1,3,5,0,0,neutral or dissatisfied
67454,Male,Loyal Customer,51,Personal Travel,Eco,641,1,5,1,2,2,1,2,2,3,4,4,5,5,2,0,0,neutral or dissatisfied
82781,Male,Loyal Customer,40,Business travel,Business,1988,1,1,1,1,2,4,5,5,5,5,5,3,5,3,22,7,satisfied
114819,Male,Loyal Customer,52,Business travel,Business,362,3,3,3,3,4,4,5,4,4,4,4,4,4,5,14,15,satisfied
14078,Female,Loyal Customer,42,Business travel,Eco,425,3,5,5,5,2,2,3,4,4,3,4,2,4,2,3,0,neutral or dissatisfied
46430,Female,Loyal Customer,16,Personal Travel,Eco,649,2,3,2,4,5,2,5,5,3,1,3,4,3,5,0,0,neutral or dissatisfied
70402,Male,Loyal Customer,76,Business travel,Business,2584,1,3,5,3,4,4,4,1,1,1,1,4,1,2,0,1,neutral or dissatisfied
58660,Male,Loyal Customer,59,Personal Travel,Eco,867,3,3,3,2,3,3,3,3,1,5,4,4,1,3,16,41,neutral or dissatisfied
11224,Male,Loyal Customer,34,Personal Travel,Eco,201,3,5,3,3,2,3,5,2,5,2,1,3,1,2,3,8,neutral or dissatisfied
67783,Female,disloyal Customer,25,Business travel,Eco,1205,1,1,1,3,3,1,3,3,2,3,3,4,4,3,17,16,neutral or dissatisfied
74749,Male,Loyal Customer,63,Personal Travel,Eco,1171,1,5,1,4,4,1,4,4,4,4,4,4,5,4,0,0,neutral or dissatisfied
116872,Female,Loyal Customer,38,Business travel,Business,646,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0,satisfied
27649,Male,Loyal Customer,52,Personal Travel,Eco Plus,679,3,5,3,2,4,3,2,4,4,5,4,5,4,4,0,7,neutral or dissatisfied
15608,Male,Loyal Customer,33,Business travel,Business,283,3,4,4,4,3,2,3,3,4,1,4,4,4,3,51,56,neutral or dissatisfied
61150,Male,Loyal Customer,20,Business travel,Business,3436,1,5,5,5,1,1,1,1,1,5,4,2,4,1,111,99,neutral or dissatisfied
120340,Female,disloyal Customer,50,Business travel,Business,449,1,1,1,5,5,1,5,5,3,4,5,4,4,5,0,0,neutral or dissatisfied
110015,Female,Loyal Customer,58,Business travel,Business,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,neutral or dissatisfied
82311,Female,disloyal Customer,36,Business travel,Eco Plus,1075,2,1,1,3,4,1,4,4,1,3,4,3,3,4,21,73,neutral or dissatisfied
9296,Female,Loyal Customer,63,Business travel,Business,2249,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,6,satisfied
680,Male,Loyal Customer,46,Business travel,Business,3259,4,4,3,4,3,5,5,4,4,4,4,4,4,5,46,60,satisfied
17759,Male,Loyal Customer,23,Business travel,Eco Plus,383,3,5,5,5,3,3,2,3,3,4,3,1,4,3,8,1,neutral or dissatisfied
124537,Female,Loyal Customer,53,Business travel,Business,1276,3,3,3,3,5,5,4,3,3,3,3,5,3,3,0,0,satisfied
113190,Male,Loyal Customer,44,Business travel,Business,3661,4,4,4,4,2,5,5,4,4,4,4,5,4,5,2,0,satisfied
122640,Female,Loyal Customer,49,Business travel,Eco Plus,728,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
20762,Female,disloyal Customer,23,Business travel,Business,515,0,4,1,4,3,1,3,3,5,4,5,4,5,3,122,110,satisfied
43595,Male,Loyal Customer,37,Business travel,Business,228,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,satisfied
49170,Male,Loyal Customer,32,Business travel,Business,337,5,5,5,5,3,4,3,3,3,3,5,5,5,3,0,11,satisfied
124304,Male,Loyal Customer,63,Business travel,Eco,255,2,5,3,5,2,2,2,2,4,1,3,2,3,2,0,0,neutral or dissatisfied
25771,Male,Loyal Customer,28,Personal Travel,Business,762,4,4,4,3,2,4,3,2,5,3,5,3,5,2,23,12,neutral or dissatisfied
67161,Male,Loyal Customer,36,Business travel,Eco,529,2,4,4,4,2,3,2,2,1,2,4,1,3,2,30,27,neutral or dissatisfied
62145,Female,Loyal Customer,34,Business travel,Business,2565,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,7,satisfied
115933,Male,Loyal Customer,28,Business travel,Business,337,4,4,4,4,4,4,4,4,3,5,3,2,4,4,0,0,satisfied
6627,Male,Loyal Customer,17,Business travel,Business,719,3,4,3,3,4,4,4,4,3,3,3,4,1,4,0,0,satisfied
12521,Female,Loyal Customer,38,Business travel,Eco,788,5,5,5,5,5,5,5,5,5,5,3,2,1,5,66,92,satisfied
122010,Female,Loyal Customer,50,Business travel,Business,130,3,3,3,3,3,5,4,5,5,5,4,3,5,3,0,0,satisfied
70957,Male,Loyal Customer,34,Business travel,Business,2948,1,1,1,1,4,5,4,4,4,4,4,5,4,3,11,0,satisfied
51165,Male,Loyal Customer,32,Personal Travel,Eco,77,3,5,3,1,1,3,1,1,2,2,1,3,5,1,2,0,neutral or dissatisfied
75092,Male,Loyal Customer,58,Business travel,Business,1723,3,3,3,3,2,2,3,3,3,2,3,3,3,3,0,27,neutral or dissatisfied
81972,Male,Loyal Customer,47,Business travel,Business,1535,4,4,4,4,2,4,5,4,4,4,4,5,4,4,5,0,satisfied
128548,Female,Loyal Customer,34,Business travel,Business,2108,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
92783,Male,Loyal Customer,48,Personal Travel,Eco,1671,4,5,4,4,2,4,2,2,1,1,2,3,4,2,0,0,neutral or dissatisfied
56124,Female,Loyal Customer,46,Business travel,Business,1400,3,3,2,3,4,4,5,5,5,5,5,4,5,3,1,0,satisfied
49901,Female,Loyal Customer,48,Business travel,Eco,250,1,3,3,3,5,4,4,1,1,1,1,1,1,2,0,0,neutral or dissatisfied
88684,Male,Loyal Customer,63,Personal Travel,Eco,406,4,5,4,3,3,4,3,3,4,4,4,4,4,3,0,0,neutral or dissatisfied
128186,Male,Loyal Customer,27,Personal Travel,Eco,1972,3,0,3,3,1,3,1,1,3,5,4,4,5,1,1,0,neutral or dissatisfied
92525,Male,Loyal Customer,24,Personal Travel,Eco,1947,1,4,0,1,1,0,1,1,5,2,5,5,4,1,0,0,neutral or dissatisfied
84236,Male,Loyal Customer,7,Personal Travel,Eco,432,4,4,4,3,2,4,2,2,5,3,4,5,5,2,0,0,neutral or dissatisfied
75311,Male,Loyal Customer,55,Business travel,Business,2486,1,1,1,1,4,4,4,4,2,4,5,4,5,4,15,27,satisfied
85361,Male,Loyal Customer,30,Personal Travel,Eco Plus,813,2,3,3,3,4,3,4,4,4,1,1,2,2,4,11,0,neutral or dissatisfied
41154,Female,Loyal Customer,27,Personal Travel,Eco,295,1,4,1,5,3,1,3,3,4,5,5,3,4,3,1,0,neutral or dissatisfied
89852,Male,Loyal Customer,60,Business travel,Business,1416,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0,satisfied
88184,Male,Loyal Customer,34,Business travel,Business,250,2,2,2,2,5,4,5,4,4,5,4,5,4,4,0,0,satisfied
71746,Female,Loyal Customer,55,Business travel,Business,1744,4,4,4,4,5,4,5,4,4,4,4,5,4,4,0,0,satisfied
18895,Female,Loyal Customer,49,Business travel,Eco,448,2,2,2,2,3,4,4,2,2,2,2,2,2,4,6,8,neutral or dissatisfied
106204,Male,Loyal Customer,43,Business travel,Business,302,1,1,1,1,5,5,4,5,5,5,5,3,5,4,0,0,satisfied
92134,Male,Loyal Customer,50,Personal Travel,Eco,1522,3,4,3,3,3,3,3,3,4,3,4,4,5,3,0,6,neutral or dissatisfied
40177,Female,Loyal Customer,30,Business travel,Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,satisfied
78632,Male,Loyal Customer,52,Business travel,Business,1426,5,5,5,5,4,5,5,4,4,4,4,3,4,4,0,0,satisfied
41623,Male,Loyal Customer,15,Personal Travel,Eco Plus,1504,3,3,3,1,2,3,2,2,4,5,1,4,1,2,0,0,neutral or dissatisfied
16953,Female,Loyal Customer,41,Business travel,Business,116,2,2,2,2,3,1,5,5,5,5,4,4,5,1,0,0,satisfied
113128,Female,Loyal Customer,70,Business travel,Eco Plus,479,3,2,2,2,4,3,3,3,3,3,3,4,3,3,16,10,neutral or dissatisfied
68161,Male,Loyal Customer,23,Business travel,Eco,603,2,2,2,2,2,2,4,2,1,5,4,1,4,2,0,0,neutral or dissatisfied
83954,Male,Loyal Customer,51,Business travel,Business,321,0,0,0,3,4,4,4,3,2,4,5,4,4,4,167,154,satisfied
121670,Female,Loyal Customer,30,Business travel,Business,511,3,1,1,1,3,3,3,3,1,3,3,2,3,3,28,32,neutral or dissatisfied
32570,Male,Loyal Customer,30,Business travel,Business,2172,4,4,4,4,5,5,5,5,5,4,2,5,1,5,0,0,satisfied
1498,Male,disloyal Customer,20,Business travel,Eco,737,1,1,1,4,1,5,4,3,4,4,3,4,2,4,135,129,neutral or dissatisfied
34890,Female,disloyal Customer,37,Business travel,Business,187,1,1,1,5,3,1,2,3,3,4,5,3,5,3,0,0,neutral or dissatisfied
91857,Male,Loyal Customer,20,Personal Travel,Eco,1797,2,5,2,3,5,2,1,5,1,3,4,1,2,5,0,0,neutral or dissatisfied
71330,Female,Loyal Customer,52,Business travel,Business,1514,4,4,4,4,5,5,5,5,5,4,5,3,5,4,3,0,satisfied
112610,Male,Loyal Customer,39,Business travel,Business,239,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0,0,satisfied
55838,Male,disloyal Customer,41,Business travel,Eco,1396,2,2,2,3,3,2,2,3,4,5,3,2,4,3,20,1,neutral or dissatisfied
5550,Female,Loyal Customer,46,Business travel,Business,2348,3,3,2,3,2,4,4,5,5,5,5,4,5,4,0,6,satisfied
51521,Female,Loyal Customer,37,Business travel,Eco,509,4,4,4,4,4,4,4,4,5,2,1,1,1,4,0,0,satisfied
89947,Female,Loyal Customer,34,Personal Travel,Eco,1416,2,2,3,3,4,3,4,4,3,3,4,4,4,4,0,0,neutral or dissatisfied
22155,Female,Loyal Customer,33,Business travel,Business,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,satisfied
24873,Male,Loyal Customer,67,Personal Travel,Eco,356,2,3,2,4,1,2,1,1,1,3,4,4,3,1,0,0,neutral or dissatisfied
54928,Male,Loyal Customer,31,Business travel,Business,1379,1,1,1,1,4,4,4,4,4,5,5,3,4,4,0,0,satisfied
101100,Female,disloyal Customer,23,Business travel,Eco,1069,1,0,0,2,3,0,2,3,4,4,5,4,5,3,0,9,neutral or dissatisfied
74830,Male,disloyal Customer,44,Business travel,Business,1797,4,4,4,5,1,4,1,1,3,5,4,5,4,1,0,7,satisfied
24598,Male,Loyal Customer,42,Business travel,Eco,526,4,1,1,1,4,4,4,4,3,1,1,5,1,4,0,0,satisfied
59222,Male,Loyal Customer,60,Business travel,Business,1440,5,5,3,5,4,4,5,4,4,4,4,4,4,3,26,31,satisfied
49323,Male,Loyal Customer,46,Business travel,Business,1512,1,1,1,1,1,4,1,5,5,5,5,4,5,4,0,56,satisfied
113137,Male,Loyal Customer,35,Business travel,Eco Plus,543,3,1,3,3,3,3,3,3,2,3,3,4,4,3,48,42,neutral or dissatisfied
73259,Male,Loyal Customer,8,Personal Travel,Eco,675,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0,neutral or dissatisfied
101340,Male,Loyal Customer,19,Personal Travel,Eco,1771,3,4,3,3,1,3,1,1,1,5,4,3,4,1,28,31,neutral or dissatisfied
20284,Female,Loyal Customer,18,Personal Travel,Eco,179,2,1,0,2,2,0,2,2,3,1,3,4,3,2,0,19,neutral or dissatisfied
60813,Male,Loyal Customer,45,Business travel,Business,3019,2,5,5,5,3,4,3,2,2,2,2,4,2,3,16,17,neutral or dissatisfied
67370,Female,Loyal Customer,50,Business travel,Business,592,4,4,2,4,4,4,5,4,4,4,4,3,4,5,0,0,satisfied
60247,Female,Loyal Customer,32,Personal Travel,Eco,1506,3,5,3,4,2,3,2,2,4,4,4,4,4,2,0,0,neutral or dissatisfied
78268,Male,Loyal Customer,49,Personal Travel,Eco,903,3,1,3,4,5,3,5,5,1,1,3,3,3,5,0,0,neutral or dissatisfied
88856,Female,disloyal Customer,26,Business travel,Business,581,3,5,3,2,5,3,4,5,4,4,5,3,5,5,70,75,neutral or dissatisfied
102344,Female,Loyal Customer,54,Business travel,Business,236,2,3,4,3,4,3,3,2,2,2,2,1,2,3,3,0,neutral or dissatisfied
32408,Female,Loyal Customer,46,Business travel,Eco,163,5,3,3,3,2,3,4,5,5,5,5,4,5,1,0,0,satisfied
3618,Male,disloyal Customer,39,Business travel,Business,427,4,4,4,3,2,4,4,2,5,4,5,4,4,2,20,26,neutral or dissatisfied
125583,Male,Loyal Customer,35,Personal Travel,Eco Plus,226,3,4,0,2,3,0,3,3,3,2,4,5,5,3,0,9,neutral or dissatisfied
84357,Male,disloyal Customer,28,Business travel,Business,591,3,3,3,5,1,3,1,1,3,3,4,4,5,1,0,0,neutral or dissatisfied
96734,Male,Loyal Customer,59,Personal Travel,Eco,696,5,4,5,2,5,5,5,5,5,4,4,3,4,5,0,0,satisfied
87000,Male,Loyal Customer,24,Personal Travel,Eco,907,2,5,2,4,4,2,4,4,4,2,5,5,5,4,28,12,neutral or dissatisfied
21115,Male,Loyal Customer,20,Personal Travel,Eco,214,0,5,0,1,4,0,4,4,1,1,3,1,3,4,0,0,satisfied
124577,Female,Loyal Customer,33,Business travel,Business,3200,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
111559,Male,Loyal Customer,34,Business travel,Business,2149,1,1,5,1,4,5,5,4,4,5,4,4,4,5,26,14,satisfied
48226,Female,Loyal Customer,30,Personal Travel,Eco,192,3,4,3,5,4,3,4,4,5,3,5,4,5,4,30,20,neutral or dissatisfied
116977,Male,disloyal Customer,24,Business travel,Business,338,0,5,0,5,3,0,3,3,5,3,5,4,4,3,22,46,satisfied
20275,Female,Loyal Customer,67,Personal Travel,Eco,235,2,1,2,3,1,2,2,3,3,2,5,3,3,4,34,15,neutral or dissatisfied
7292,Female,Loyal Customer,64,Personal Travel,Eco,139,3,3,0,3,3,4,3,4,4,0,4,4,4,4,0,0,neutral or dissatisfied
850,Female,Loyal Customer,54,Business travel,Business,354,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
29978,Female,disloyal Customer,20,Business travel,Eco,261,3,1,3,4,2,3,2,2,1,2,3,3,4,2,0,0,neutral or dissatisfied
49308,Female,Loyal Customer,23,Business travel,Business,3182,1,1,1,1,5,5,5,5,4,3,2,4,3,5,0,10,satisfied
1541,Male,Loyal Customer,53,Business travel,Business,987,3,1,1,1,5,3,4,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
26735,Male,Loyal Customer,48,Business travel,Eco Plus,270,5,3,3,3,5,5,5,5,2,5,5,3,1,5,0,0,satisfied
71575,Female,disloyal Customer,28,Business travel,Business,1197,4,4,4,3,4,4,4,4,5,4,4,4,5,4,0,0,satisfied
13064,Female,Loyal Customer,45,Business travel,Business,936,3,3,3,3,4,3,4,4,4,4,4,3,4,3,0,0,satisfied
41654,Female,Loyal Customer,44,Business travel,Business,1811,0,0,0,2,1,4,3,5,5,5,5,1,5,5,0,0,satisfied
31967,Male,Loyal Customer,46,Business travel,Business,2810,5,5,4,5,3,4,5,4,4,4,5,3,4,5,0,0,satisfied
111377,Female,Loyal Customer,40,Business travel,Business,3702,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,satisfied
3714,Female,Loyal Customer,8,Personal Travel,Eco,431,3,2,3,3,3,3,3,3,1,2,4,1,4,3,0,83,neutral or dissatisfied
41095,Male,Loyal Customer,39,Business travel,Eco,191,2,4,4,4,2,2,2,2,1,2,2,3,5,2,0,0,satisfied
31472,Female,disloyal Customer,20,Business travel,Eco,967,2,2,2,2,1,2,1,1,4,2,3,5,1,1,70,99,neutral or dissatisfied
52081,Female,Loyal Customer,62,Business travel,Business,2648,5,5,5,5,3,4,3,5,5,5,5,3,5,4,0,0,satisfied
8061,Male,Loyal Customer,80,Business travel,Eco,402,3,2,2,2,3,3,3,3,4,4,3,4,2,3,71,69,neutral or dissatisfied
72566,Female,disloyal Customer,28,Business travel,Eco,1119,1,1,1,4,2,1,4,2,1,3,3,2,4,2,14,24,neutral or dissatisfied
19116,Female,Loyal Customer,42,Business travel,Business,265,5,5,5,5,1,5,1,5,5,5,5,4,5,2,0,0,satisfied
66253,Female,Loyal Customer,64,Personal Travel,Eco,460,2,2,2,4,2,3,4,5,5,2,4,1,5,2,0,0,neutral or dissatisfied
14145,Female,Loyal Customer,61,Personal Travel,Eco,528,4,4,4,3,4,4,5,5,5,4,5,5,5,3,0,0,neutral or dissatisfied
56336,Female,disloyal Customer,35,Business travel,Business,200,3,3,3,2,5,3,5,5,5,5,5,5,5,5,0,0,neutral or dissatisfied
73605,Female,Loyal Customer,56,Business travel,Business,2444,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,satisfied
129034,Male,disloyal Customer,36,Business travel,Business,1846,2,2,2,3,3,2,3,3,3,5,4,4,4,3,0,0,neutral or dissatisfied
18919,Male,Loyal Customer,30,Personal Travel,Eco,551,2,1,3,3,3,3,5,3,2,3,3,1,4,3,0,0,neutral or dissatisfied
61058,Male,Loyal Customer,49,Business travel,Business,1546,2,2,2,2,2,4,4,4,4,4,4,3,4,4,18,1,satisfied
12577,Female,disloyal Customer,26,Business travel,Eco,542,5,0,5,1,4,0,4,4,5,4,1,3,1,4,13,6,satisfied
44577,Female,Loyal Customer,70,Business travel,Business,2625,0,4,0,2,5,4,5,4,4,5,5,2,4,4,0,6,satisfied
94431,Female,Loyal Customer,62,Business travel,Business,239,2,3,3,3,2,3,3,2,2,3,2,3,2,4,0,0,neutral or dissatisfied
123886,Female,disloyal Customer,37,Business travel,Eco,173,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0,0,neutral or dissatisfied
46153,Male,disloyal Customer,40,Business travel,Business,227,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10,17,satisfied
120130,Female,disloyal Customer,30,Business travel,Eco Plus,1576,3,3,3,4,2,3,2,2,1,3,4,3,3,2,0,0,neutral or dissatisfied
29399,Male,disloyal Customer,20,Business travel,Eco,884,4,4,4,5,2,4,2,2,2,1,1,3,3,2,0,0,satisfied
74788,Female,disloyal Customer,25,Business travel,Business,1431,5,0,5,3,4,5,4,4,3,5,4,3,5,4,0,0,satisfied
48994,Female,Loyal Customer,56,Business travel,Eco,308,2,3,3,3,5,2,5,2,2,2,2,2,2,2,0,0,satisfied
67869,Female,Loyal Customer,21,Personal Travel,Eco,1235,2,5,2,3,2,2,2,2,5,4,5,5,4,2,4,9,neutral or dissatisfied
71125,Male,Loyal Customer,22,Business travel,Business,1739,4,4,4,4,4,4,4,4,3,4,4,4,5,4,0,0,satisfied
124115,Female,Loyal Customer,34,Business travel,Business,529,1,1,1,1,5,4,4,5,5,4,5,3,5,4,0,0,satisfied
49377,Female,Loyal Customer,48,Business travel,Business,3956,0,3,0,3,2,2,3,5,5,5,5,1,5,2,0,0,satisfied
47553,Male,Loyal Customer,30,Business travel,Eco Plus,501,1,3,4,3,2,1,1,1,2,3,3,1,3,1,181,162,neutral or dissatisfied
119591,Female,Loyal Customer,43,Business travel,Business,1979,4,4,4,4,3,3,4,4,4,4,4,1,4,2,0,0,neutral or dissatisfied
61234,Female,Loyal Customer,29,Business travel,Business,3784,3,1,1,1,3,3,3,3,2,2,4,4,3,3,0,0,neutral or dissatisfied
92972,Female,Loyal Customer,52,Personal Travel,Business,738,2,5,2,4,3,4,4,1,1,2,1,5,1,3,0,0,neutral or dissatisfied
28450,Male,disloyal Customer,29,Business travel,Eco,1395,3,3,3,4,3,3,3,3,1,3,3,3,2,3,0,0,neutral or dissatisfied
74954,Female,Loyal Customer,58,Business travel,Eco,975,4,1,1,1,2,2,4,4,4,4,4,5,4,1,0,0,satisfied
100570,Male,Loyal Customer,40,Business travel,Business,2899,5,5,5,5,4,5,5,4,4,5,4,3,4,5,20,21,satisfied
119844,Male,Loyal Customer,53,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,neutral or dissatisfied
92018,Male,Loyal Customer,56,Business travel,Business,1522,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
71558,Female,Loyal Customer,40,Business travel,Business,2305,3,3,3,3,3,4,4,3,3,3,3,3,3,5,0,0,satisfied
117655,Female,Loyal Customer,42,Business travel,Business,1449,1,1,5,1,3,5,4,3,3,4,3,3,3,4,0,0,satisfied
122638,Female,Loyal Customer,22,Business travel,Eco Plus,728,2,1,1,1,2,2,3,2,3,3,4,2,3,2,9,12,neutral or dissatisfied
29608,Male,Loyal Customer,18,Business travel,Business,3766,3,4,4,4,3,3,3,3,2,5,3,2,3,3,96,99,neutral or dissatisfied
48161,Male,Loyal Customer,18,Business travel,Business,391,2,2,2,2,4,4,4,4,4,2,4,2,1,4,0,0,satisfied
48428,Male,Loyal Customer,44,Business travel,Eco,833,2,1,1,1,2,2,2,2,2,5,2,4,1,2,0,12,satisfied
17183,Female,Loyal Customer,33,Personal Travel,Eco,643,3,5,3,3,2,3,4,2,5,4,5,4,5,2,0,0,neutral or dissatisfied
50234,Male,Loyal Customer,62,Business travel,Business,363,4,5,5,5,3,4,3,4,4,4,4,2,4,2,0,0,neutral or dissatisfied
26538,Male,Loyal Customer,18,Personal Travel,Eco,990,2,5,2,1,1,2,1,1,4,3,4,3,4,1,0,0,neutral or dissatisfied
52256,Male,Loyal Customer,40,Business travel,Business,3801,2,4,4,4,2,4,4,2,2,2,2,4,2,4,61,82,neutral or dissatisfied
115858,Female,disloyal Customer,50,Business travel,Eco,480,2,0,2,4,4,2,4,4,1,3,1,1,5,4,1,0,neutral or dissatisfied
89982,Male,Loyal Customer,52,Business travel,Business,3178,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
118444,Female,Loyal Customer,57,Business travel,Business,1698,1,3,1,1,2,5,4,4,4,4,4,5,4,5,15,13,satisfied
99642,Female,Loyal Customer,29,Business travel,Business,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10,satisfied
72964,Female,Loyal Customer,24,Business travel,Business,2634,5,5,5,5,5,5,5,5,4,2,4,4,5,5,17,0,satisfied
121305,Male,Loyal Customer,43,Business travel,Business,3061,4,4,4,4,5,5,4,3,3,2,3,5,3,4,0,0,satisfied
107700,Male,disloyal Customer,61,Business travel,Eco,405,2,2,2,3,5,2,5,5,4,1,4,1,4,5,0,32,neutral or dissatisfied
120703,Male,Loyal Customer,46,Personal Travel,Eco,280,3,4,3,4,5,3,4,5,3,4,3,3,4,5,0,0,neutral or dissatisfied
127295,Male,Loyal Customer,42,Business travel,Eco Plus,707,1,5,5,5,1,1,1,1,2,4,3,1,3,1,32,34,neutral or dissatisfied
14482,Female,Loyal Customer,25,Business travel,Eco,495,0,3,0,4,3,0,3,3,3,5,5,4,3,3,0,0,satisfied
66746,Male,Loyal Customer,60,Personal Travel,Eco,802,2,1,2,3,1,2,1,1,3,5,3,4,3,1,1,0,neutral or dissatisfied
72322,Male,Loyal Customer,28,Business travel,Business,2717,4,2,2,2,4,4,4,4,2,3,4,4,4,4,0,3,neutral or dissatisfied
5888,Male,disloyal Customer,44,Business travel,Business,108,1,1,1,2,5,1,5,5,3,2,4,3,4,5,108,130,neutral or dissatisfied
76125,Male,Loyal Customer,36,Business travel,Business,546,3,3,3,3,5,4,5,4,4,4,4,3,4,4,0,0,satisfied
43320,Female,Loyal Customer,38,Business travel,Eco,436,1,3,3,3,1,1,1,1,3,4,4,1,3,1,0,19,neutral or dissatisfied
126722,Female,disloyal Customer,9,Business travel,Eco,1340,2,2,2,3,3,2,3,3,4,4,3,3,5,3,0,0,neutral or dissatisfied
1950,Female,Loyal Customer,47,Business travel,Eco,190,3,4,4,4,1,4,3,4,4,3,4,1,4,1,0,0,neutral or dissatisfied
113157,Male,Loyal Customer,67,Business travel,Business,677,4,1,4,4,3,5,4,5,5,5,5,5,5,4,7,0,satisfied
113670,Female,Loyal Customer,46,Personal Travel,Eco,397,1,3,1,3,1,2,3,4,4,1,4,3,4,3,0,0,neutral or dissatisfied
118349,Female,Loyal Customer,18,Personal Travel,Eco,602,3,2,3,3,3,3,3,3,2,1,3,1,3,3,0,0,neutral or dissatisfied
100357,Male,Loyal Customer,17,Personal Travel,Eco,1033,2,4,2,3,1,2,1,1,5,5,4,3,5,1,0,9,neutral or dissatisfied
15045,Male,disloyal Customer,9,Business travel,Eco,576,2,0,2,4,4,2,4,4,5,4,5,2,2,4,4,0,neutral or dissatisfied
64734,Male,Loyal Customer,78,Business travel,Business,2703,3,4,4,4,1,4,4,3,3,3,3,2,3,3,5,0,neutral or dissatisfied
115671,Male,Loyal Customer,46,Business travel,Business,417,5,5,5,5,2,4,4,4,4,5,4,5,4,3,0,5,satisfied
61157,Female,Loyal Customer,40,Business travel,Business,967,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,0,satisfied
102340,Female,Loyal Customer,46,Business travel,Business,2273,2,5,5,5,1,3,3,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
100816,Female,Loyal Customer,58,Business travel,Business,711,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0,satisfied
